Data;Produto;Volume (kg)
2022-02-17;Batata Inglesa;208
2022-10-20;Cebola;491
2022-01-10;Cebola;567
2022-10-11;Tomate;675
2022-10-04;Batata Inglesa;399
2022-11-30;Tomate;648
2022-08-22;Batata Inglesa;663
2022-07-08;Cebola;536
2022-05-10;Cebola;753
2022-11-03;Cebola;526
2022-09-22;Batata Inglesa;669
2022-05-12;Cebola;397
2022-09-09;Cebola;538
2022-05-11;Batata Inglesa;354
2022-08-25;Cebola;582
2022-09-22;Cebola;366
2022-11-24;Batata Inglesa;518
2022-05-18;Cebola;451
2022-07-05;Cebola;470
2022-09-19;Tomate;849
2022-12-01;Tomate;284
2022-11-17;Batata Inglesa;777
2022-11-09;Cebola;487
2022-03-01;Cebola;376
2022-10-07;Batata Inglesa;996
2022-08-29;Tomate;597
2022-03-31;Tomate;286
2022-06-09;Cebola;283
2022-09-09;Tomate;213
2022-11-23;Batata Inglesa;679
2022-08-24;Batata Inglesa;809
2022-03-03;Batata Inglesa;598
2022-10-24;Tomate;611
2022-06-02;Tomate;969
2022-12-21;Batata Inglesa;645
2022-10-19;Batata Inglesa;709
2022-06-30;Batata Inglesa;676
2022-11-15;Cebola;469
2022-02-14;Cebola;667
2022-03-08;Batata Inglesa;791
2022-03-25;Batata Inglesa;865
2022-02-21;Cebola;456
2022-01-24;Batata Inglesa;403
2022-06-02;Cebola;415
2022-06-21;Batata Inglesa;516
2022-08-10;Cebola;605
2022-02-25;Batata Inglesa;541
2022-09-29;Tomate;561
2022-06-07;Cebola;792
2022-01-17;Tomate;479
2022-05-31;Batata Inglesa;833
2022-04-27;Tomate;190
2022-11-17;Cebola;240
2022-10-12;Cebola;327
2022-02-18;Cebola;506
2022-10-20;Batata Inglesa;390
2022-04-12;Tomate;477
2022-05-30;Batata Inglesa;202
2022-03-25;Cebola;372
2022-01-05;Batata Inglesa;538
2022-08-29;Batata Inglesa;412
2022-03-11;Batata Inglesa;469
2022-07-08;Cebola;627
2022-12-01;Batata Inglesa;397
2022-01-21;Cebola;695
2022-08-29;Batata Inglesa;519
2022-12-09;Tomate;777
2022-01-28;Cebola;509
2022-12-30;Cebola;606
2022-06-21;Cebola;645
2022-01-20;Batata Inglesa;542
2022-07-15;Tomate;100
2022-09-09;Tomate;538
2022-10-04;Batata Inglesa;367
2022-05-25;Cebola;801
2022-05-20;Batata Inglesa;492
2022-05-20;Cebola;388
2022-06-15;Tomate;632
2022-08-11;Cebola;825
2022-04-27;Cebola;228
2022-05-04;Tomate;458
2022-02-03;Tomate;868
2022-06-28;Batata Inglesa;244
2022-09-21;Tomate;687
2022-05-05;Batata Inglesa;348
2022-04-25;Cebola;237
2022-03-11;Cebola;482
2022-10-07;Tomate;198
2022-12-12;Tomate;500
2022-04-12;Batata Inglesa;184
2022-10-12;Cebola;668
2022-04-01;Batata Inglesa;678
2022-05-18;Tomate;466
2022-02-23;Batata Inglesa;273
2022-08-09;Batata Inglesa;920
2022-03-31;Batata Inglesa;453
2022-01-21;Batata Inglesa;622
2022-02-11;Batata Inglesa;578
2022-08-18;Tomate;471
2022-04-19;Cebola;723
2022-10-19;Cebola;528
2022-07-25;Cebola;581
2022-10-28;Tomate;544
2022-04-25;Cebola;511
2022-08-31;Batata Inglesa;630
2022-09-06;Tomate;694
2022-10-06;Batata Inglesa;720
2022-05-26;Batata Inglesa;631
2022-01-06;Tomate;687
2022-12-22;Cebola;800
2022-05-16;Cebola;538
2022-05-12;Tomate;745
2022-08-26;Tomate;146
2022-12-05;Tomate;487
2022-06-01;Cebola;480
2022-04-14;Cebola;380
2022-05-20;Cebola;587
2022-07-26;Tomate;610
2022-07-14;Cebola;244
2022-02-15;Cebola;615
2022-06-10;Tomate;432
2022-02-22;Batata Inglesa;467
2022-10-04;Batata Inglesa;719
2022-08-09;Batata Inglesa;326
2022-08-31;Batata Inglesa;256
2022-10-28;Cebola;468
2022-08-19;Cebola;479
2022-02-04;Tomate;491
2022-01-17;Cebola;379
2022-10-28;Batata Inglesa;257
2022-07-05;Cebola;506
2022-03-02;Cebola;285
2022-04-07;Batata Inglesa;423
2022-09-01;Cebola;638
2022-08-30;Cebola;514
2022-11-30;Batata Inglesa;766
2022-09-12;Tomate;537
2022-01-12;Tomate;555
2022-08-16;Batata Inglesa;430
2022-06-02;Batata Inglesa;263
2022-09-07;Cebola;341
2022-06-03;Cebola;495
2022-07-08;Tomate;674
2022-09-16;Cebola;622
2022-08-18;Tomate;556
2022-06-10;Cebola;537
2022-08-03;Tomate;429
2022-06-02;Tomate;306
2022-08-31;Batata Inglesa;730
2022-08-08;Tomate;441
2022-05-05;Batata Inglesa;587
2022-05-06;Cebola;614
2022-01-03;Cebola;666
2022-02-24;Tomate;864
2022-05-17;Cebola;483
2022-04-13;Batata Inglesa;349
2022-01-17;Cebola;481
2022-07-29;Batata Inglesa;111
2022-07-25;Tomate;260
2022-04-15;Tomate;551
2022-01-11;Tomate;633
2022-10-03;Batata Inglesa;759
2022-10-28;Batata Inglesa;593
2022-11-09;Batata Inglesa;847
2022-07-08;Cebola;596
2022-05-02;Cebola;585
2022-04-18;Tomate;469
2022-01-11;Cebola;526
2022-09-19;Cebola;513
2022-09-14;Tomate;505
2022-12-05;Cebola;796
2022-09-16;Batata Inglesa;538
2022-05-09;Tomate;298
2022-11-09;Tomate;517
2022-07-11;Batata Inglesa;530
2022-03-28;Cebola;774
2022-04-08;Cebola;760
2022-03-01;Batata Inglesa;653
2022-01-21;Batata Inglesa;828
2022-10-12;Cebola;669
2022-09-28;Cebola;667
2022-03-08;Tomate;473
2022-09-20;Batata Inglesa;664
2022-01-12;Batata Inglesa;529
2022-08-23;Tomate;625
2022-07-29;Cebola;999
2022-10-14;Tomate;678
2022-01-27;Tomate;211
2022-05-05;Cebola;689
2022-09-07;Cebola;510
2022-10-03;Batata Inglesa;458
2022-12-22;Cebola;541
2022-02-22;Batata Inglesa;383
2022-06-13;Cebola;625
2022-10-25;Cebola;411
2022-04-22;Cebola;386
2022-08-09;Tomate;959
2022-04-04;Batata Inglesa;457
2022-08-26;Tomate;404
2022-03-09;Batata Inglesa;732
2022-11-01;Tomate;670
2022-04-01;Cebola;467
2022-07-05;Batata Inglesa;680
2022-04-04;Batata Inglesa;479
2022-09-05;Batata Inglesa;664
2022-10-07;Cebola;431
2022-03-07;Cebola;560
2022-10-04;Batata Inglesa;109
2022-01-07;Batata Inglesa;560
2022-08-29;Tomate;807
2022-03-02;Cebola;459
2022-09-20;Batata Inglesa;673
2022-08-22;Cebola;640
2022-11-07;Cebola;557
2022-02-08;Tomate;524
2022-12-29;Cebola;585
2022-12-01;Cebola;515
2022-07-18;Cebola;385
2022-08-22;Cebola;100
2022-04-05;Tomate;451
2022-03-29;Tomate;579
2022-05-09;Cebola;506
2022-08-22;Cebola;661
2022-11-22;Batata Inglesa;716
2022-09-05;Tomate;488
2022-06-02;Tomate;674
2022-02-17;Cebola;375
2022-02-25;Cebola;720
2022-05-17;Batata Inglesa;574
2022-01-24;Batata Inglesa;383
2022-05-03;Tomate;309
2022-07-11;Batata Inglesa;761
2022-07-29;Batata Inglesa;334
2022-09-16;Tomate;100
2022-06-10;Tomate;439
2022-11-25;Tomate;697
2022-04-26;Batata Inglesa;240
2022-07-27;Cebola;679
2022-05-04;Cebola;503
2022-08-15;Cebola;620
2022-02-28;Batata Inglesa;343
2022-04-05;Cebola;655
2022-03-01;Cebola;497
2022-08-15;Batata Inglesa;218
2022-01-28;Tomate;695
2022-04-28;Batata Inglesa;946
2022-09-12;Tomate;483
2022-09-13;Batata Inglesa;754
2022-12-13;Cebola;682
2022-03-21;Cebola;686
2022-05-09;Cebola;431
2022-08-31;Cebola;100
2022-05-19;Tomate;507
2022-08-30;Cebola;425
2022-07-15;Batata Inglesa;983
2022-05-25;Tomate;193
2022-07-12;Tomate;712
2022-10-05;Batata Inglesa;499
2022-12-21;Tomate;633
2022-06-03;Batata Inglesa;594
2022-03-28;Tomate;732
2022-02-09;Cebola;605
2022-10-03;Batata Inglesa;761
2022-06-07;Tomate;100
2022-07-28;Cebola;438
2022-01-21;Tomate;761
2022-02-18;Tomate;549
2022-04-20;Batata Inglesa;549
2022-10-31;Batata Inglesa;386
2022-07-29;Cebola;275
2022-05-13;Tomate;454
2022-02-04;Batata Inglesa;428
2022-01-03;Batata Inglesa;481
2022-06-22;Tomate;827
2022-04-19;Cebola;778
2022-02-22;Batata Inglesa;759
2022-03-15;Cebola;740
2022-12-06;Tomate;556
2022-11-07;Tomate;465
2022-10-06;Cebola;708
2022-10-28;Cebola;607
2022-10-06;Cebola;275
2022-04-14;Cebola;764
2022-11-07;Batata Inglesa;757
2022-06-21;Batata Inglesa;641
2022-08-22;Tomate;321
2022-09-05;Batata Inglesa;639
2022-02-22;Batata Inglesa;682
2022-09-15;Batata Inglesa;409
2022-12-30;Tomate;643
2022-10-03;Cebola;328
2022-09-19;Batata Inglesa;518
2022-09-08;Tomate;565
2022-07-14;Tomate;466
2022-05-27;Tomate;550
2022-07-11;Tomate;609
2022-11-16;Batata Inglesa;463
2022-06-06;Tomate;644
2022-11-25;Tomate;829
2022-06-22;Cebola;501
2022-03-09;Batata Inglesa;458
2022-12-27;Cebola;786
2022-03-17;Cebola;100
2022-04-20;Batata Inglesa;490
2022-12-02;Cebola;816
2022-07-05;Cebola;443
2022-12-20;Tomate;100
2022-03-23;Batata Inglesa;100
2022-03-23;Tomate;685
2022-03-16;Cebola;676
2022-10-21;Batata Inglesa;441
2022-02-04;Tomate;567
2022-11-29;Tomate;579
2022-01-26;Cebola;709
2022-02-24;Cebola;351
2022-07-12;Batata Inglesa;116
2022-04-11;Tomate;455
2022-06-15;Tomate;113
2022-04-12;Tomate;508
2022-10-27;Tomate;469
2022-11-02;Cebola;169
2022-08-08;Tomate;542
2022-06-22;Tomate;697
2022-10-19;Tomate;654
2022-08-08;Tomate;734
2022-11-23;Cebola;814
2022-03-31;Cebola;291
2022-10-31;Batata Inglesa;723
2022-06-23;Cebola;394
2022-04-05;Cebola;692
2022-11-23;Cebola;522
2022-02-14;Batata Inglesa;342
2022-04-19;Tomate;620
2022-11-23;Batata Inglesa;100
2022-12-29;Cebola;528
2022-01-05;Batata Inglesa;446
2022-04-12;Batata Inglesa;954
2022-03-25;Cebola;631
2022-11-17;Batata Inglesa;398
2022-11-01;Tomate;432
2022-02-07;Cebola;344
2022-08-16;Tomate;691
2022-05-18;Cebola;751
2022-08-22;Tomate;964
2022-05-03;Batata Inglesa;280
2022-11-16;Cebola;637
2022-11-04;Cebola;432
2022-02-09;Tomate;579
2022-03-02;Batata Inglesa;662
2022-01-19;Tomate;477
2022-12-29;Cebola;791
2022-11-09;Tomate;682
2022-03-10;Cebola;678
2022-06-23;Cebola;780
2022-05-11;Tomate;384
2022-05-09;Cebola;532
2022-11-01;Batata Inglesa;589
2022-11-23;Cebola;593
2022-08-15;Batata Inglesa;616
2022-06-24;Cebola;267
2022-08-08;Tomate;492
2022-06-29;Batata Inglesa;499
2022-06-03;Tomate;454
2022-01-21;Batata Inglesa;450
2022-02-08;Batata Inglesa;568
2022-06-01;Tomate;696
2022-06-20;Batata Inglesa;876
2022-09-30;Batata Inglesa;224
2022-08-05;Batata Inglesa;720
2022-03-25;Tomate;783
2022-09-19;Cebola;539
2022-04-05;Batata Inglesa;589
2022-06-13;Tomate;993
2022-02-08;Tomate;299
2022-10-17;Tomate;599
2022-04-15;Batata Inglesa;646
2022-11-22;Batata Inglesa;390
2022-08-01;Tomate;755
2022-01-03;Batata Inglesa;248
2022-08-09;Batata Inglesa;537
2022-09-22;Cebola;510
2022-02-16;Tomate;569
2022-12-13;Cebola;708
2022-11-17;Tomate;741
2022-09-09;Batata Inglesa;100
2022-07-06;Cebola;596
2022-06-15;Batata Inglesa;734
2022-05-06;Tomate;602
2022-12-14;Batata Inglesa;950
2022-08-04;Batata Inglesa;746
2022-03-01;Batata Inglesa;494
2022-10-21;Batata Inglesa;680
2022-03-25;Cebola;361
2022-09-30;Batata Inglesa;368
2022-03-30;Tomate;607
2022-03-31;Tomate;915
2022-03-21;Batata Inglesa;726
2022-05-09;Tomate;359
2022-08-11;Tomate;863
2022-04-22;Cebola;584
2022-05-05;Tomate;744
2022-12-01;Cebola;823
2022-01-26;Tomate;385
2022-03-02;Cebola;677
2022-07-19;Cebola;194
2022-01-28;Cebola;401
2022-02-01;Batata Inglesa;750
2022-12-14;Batata Inglesa;500
2022-03-07;Cebola;765
2022-03-29;Cebola;545
2022-01-05;Batata Inglesa;638
2022-04-04;Tomate;773
2022-06-01;Tomate;603
2022-11-23;Batata Inglesa;235
2022-01-13;Batata Inglesa;624
2022-03-29;Cebola;499
2022-09-14;Cebola;678
2022-06-28;Batata Inglesa;562
2022-12-13;Batata Inglesa;333
2022-11-09;Cebola;621
2022-05-24;Batata Inglesa;296
2022-01-27;Cebola;435
2022-05-20;Batata Inglesa;258
2022-12-01;Cebola;443
2022-09-28;Tomate;438
2022-10-24;Batata Inglesa;508
2022-02-28;Batata Inglesa;406
2022-08-24;Cebola;601
2022-11-21;Tomate;543
2022-02-14;Batata Inglesa;324
2022-04-26;Cebola;638
2022-01-06;Tomate;724
2022-06-07;Tomate;443
2022-01-19;Batata Inglesa;885
2022-11-04;Cebola;148
2022-05-04;Tomate;948
2022-10-24;Tomate;596
2022-01-14;Cebola;141
2022-06-09;Cebola;663
2022-10-28;Batata Inglesa;665
2022-01-14;Batata Inglesa;570
2022-09-09;Batata Inglesa;408
2022-10-03;Batata Inglesa;710
2022-09-14;Tomate;763
2022-04-15;Batata Inglesa;339
2022-01-07;Batata Inglesa;313
2022-11-02;Tomate;393
2022-10-10;Batata Inglesa;883
2022-10-12;Batata Inglesa;599
2022-03-31;Cebola;775
2022-05-06;Batata Inglesa;501
2022-12-13;Batata Inglesa;571
2022-03-10;Batata Inglesa;876
2022-02-09;Batata Inglesa;422
2022-11-08;Cebola;589
2022-10-28;Cebola;534
2022-10-05;Cebola;732
2022-10-19;Batata Inglesa;475
2022-02-03;Batata Inglesa;218
2022-08-22;Batata Inglesa;517
2022-08-18;Batata Inglesa;366
2022-02-23;Tomate;495
2022-09-14;Tomate;702
2022-09-22;Batata Inglesa;655
2022-06-07;Tomate;509
2022-09-08;Tomate;246
2022-05-23;Tomate;432
2022-01-13;Tomate;476
2022-11-24;Tomate;847
2022-01-31;Cebola;571
2022-09-21;Tomate;419
2022-11-25;Batata Inglesa;384
2022-04-12;Cebola;663
2022-02-09;Batata Inglesa;699
2022-03-23;Tomate;438
2022-01-17;Cebola;527
2022-04-05;Cebola;800
2022-12-07;Tomate;339
2022-02-18;Batata Inglesa;546
2022-06-14;Cebola;669
2022-03-07;Batata Inglesa;378
2022-03-09;Tomate;244
2022-06-20;Batata Inglesa;589
2022-02-10;Cebola;720
2022-12-12;Cebola;431
2022-09-09;Tomate;654
2022-06-24;Tomate;431
2022-05-11;Tomate;495
2022-06-13;Tomate;308
2022-07-05;Cebola;412
2022-06-01;Cebola;308
2022-02-01;Cebola;179
2022-04-19;Cebola;690
2022-07-08;Tomate;536
2022-01-03;Tomate;417
2022-07-29;Tomate;611
2022-06-08;Batata Inglesa;792
2022-02-03;Cebola;355
2022-12-02;Batata Inglesa;433
2022-05-16;Cebola;634
2022-12-13;Tomate;650
2022-01-13;Cebola;692
2022-07-25;Batata Inglesa;839
2022-05-05;Batata Inglesa;617
2022-11-04;Cebola;717
2022-09-14;Batata Inglesa;587
2022-03-25;Tomate;552
2022-05-30;Tomate;469
2022-08-29;Tomate;622
2022-09-14;Tomate;567
2022-08-10;Cebola;826
2022-09-09;Cebola;441
2022-01-03;Tomate;710
2022-08-16;Tomate;491
2022-06-13;Cebola;471
2022-09-16;Cebola;373
2022-06-29;Cebola;510
2022-09-20;Cebola;270
2022-09-01;Batata Inglesa;385
2022-10-06;Tomate;626
2022-10-21;Cebola;537
2022-08-30;Tomate;730
2022-06-24;Tomate;594
2022-08-26;Cebola;532
2022-10-24;Tomate;836
2022-07-25;Tomate;828
2022-09-27;Tomate;739
2022-12-16;Cebola;421
2022-02-11;Tomate;536
2022-11-17;Batata Inglesa;460
2022-06-30;Cebola;645
2022-01-26;Batata Inglesa;348
2022-10-19;Tomate;374
2022-08-05;Batata Inglesa;598
2022-07-15;Cebola;372
2022-03-09;Cebola;429
2022-12-21;Batata Inglesa;232
2022-05-05;Batata Inglesa;439
2022-09-23;Tomate;616
2022-02-17;Cebola;461
2022-05-20;Tomate;502
2022-10-25;Tomate;758
2022-06-14;Cebola;999
2022-03-09;Tomate;499
2022-02-16;Cebola;984
2022-10-26;Cebola;529
2022-05-18;Tomate;799
2022-07-19;Tomate;345
2022-02-17;Tomate;568
2022-09-12;Cebola;508
2022-11-24;Batata Inglesa;443
2022-02-22;Batata Inglesa;450
2022-05-11;Cebola;501
2022-12-28;Batata Inglesa;788
2022-10-18;Batata Inglesa;756
2022-09-22;Tomate;421
2022-04-04;Tomate;447
2022-11-24;Cebola;771
2022-12-28;Cebola;746
2022-08-30;Tomate;665
2022-12-29;Batata Inglesa;284
2022-11-09;Cebola;564
2022-08-24;Cebola;526
2022-06-21;Batata Inglesa;792
2022-10-14;Cebola;778
2022-03-25;Tomate;367
2022-06-24;Batata Inglesa;573
2022-06-07;Tomate;264
2022-07-25;Batata Inglesa;299
2022-08-05;Cebola;711
2022-12-30;Cebola;272
2022-10-03;Batata Inglesa;103
2022-08-16;Batata Inglesa;516
2022-07-18;Tomate;544
2022-03-17;Tomate;330
2022-02-10;Tomate;862
2022-07-29;Batata Inglesa;384
2022-07-21;Tomate;740
2022-06-17;Cebola;616
2022-01-27;Batata Inglesa;714
2022-03-15;Tomate;100
2022-10-18;Batata Inglesa;226
2022-11-24;Cebola;465
2022-03-03;Batata Inglesa;647
2022-11-09;Cebola;505
2022-07-12;Batata Inglesa;659
2022-04-18;Cebola;620
2022-11-03;Tomate;730
2022-09-22;Tomate;427
2022-10-17;Tomate;614
2022-09-27;Cebola;613
2022-07-21;Cebola;509
2022-10-13;Tomate;558
2022-05-24;Batata Inglesa;733
2022-04-26;Cebola;357
2022-05-13;Cebola;510
2022-11-21;Batata Inglesa;603
2022-04-27;Cebola;220
2022-08-29;Batata Inglesa;160
2022-07-28;Tomate;346
2022-10-24;Tomate;603
2022-08-31;Tomate;854
2022-09-16;Tomate;559
2022-01-21;Batata Inglesa;575
2022-08-04;Batata Inglesa;999
2022-09-23;Cebola;289
2022-04-01;Cebola;808
2022-08-01;Batata Inglesa;636
2022-11-24;Cebola;603
2022-12-16;Tomate;338
2022-07-04;Cebola;530
2022-04-12;Cebola;331
2022-02-03;Cebola;515
2022-08-09;Tomate;986
2022-11-07;Cebola;314
2022-08-25;Batata Inglesa;592
2022-09-02;Tomate;537
2022-09-01;Batata Inglesa;711
2022-10-20;Cebola;465
2022-10-26;Cebola;531
2022-01-07;Tomate;802
2022-07-21;Cebola;692
2022-11-29;Batata Inglesa;166
2022-11-14;Tomate;558
2022-08-10;Batata Inglesa;688
2022-07-22;Batata Inglesa;844
2022-11-14;Batata Inglesa;836
2022-01-25;Tomate;458
2022-09-19;Tomate;519
2022-06-24;Tomate;541
2022-11-01;Batata Inglesa;704
2022-08-31;Tomate;803
2022-03-07;Tomate;664
2022-09-08;Cebola;387
2022-01-13;Tomate;591
2022-10-05;Cebola;767
2022-09-26;Tomate;419
2022-12-13;Tomate;525
2022-10-28;Tomate;847
2022-08-03;Tomate;471
2022-07-21;Batata Inglesa;604
2022-11-03;Tomate;306
2022-04-12;Batata Inglesa;546
2022-11-08;Cebola;658
2022-09-05;Cebola;588
2022-11-22;Cebola;687
2022-09-06;Tomate;399
2022-12-09;Tomate;214
2022-10-27;Tomate;271
2022-12-16;Cebola;450
2022-05-12;Cebola;614
2022-01-06;Cebola;659
2022-07-29;Cebola;334
2022-12-22;Batata Inglesa;416
2022-01-18;Cebola;860
2022-11-09;Tomate;370
2022-10-05;Batata Inglesa;548
2022-05-30;Cebola;550
2022-03-22;Tomate;268
2022-02-08;Batata Inglesa;398
2022-11-08;Tomate;471
2022-01-12;Tomate;629
2022-08-08;Cebola;455
2022-01-18;Cebola;479
2022-02-04;Cebola;380
2022-03-18;Cebola;646
2022-05-11;Batata Inglesa;619
2022-04-20;Tomate;441
2022-10-03;Cebola;651
2022-01-28;Cebola;355
2022-12-08;Tomate;617
2022-10-20;Batata Inglesa;675
2022-03-29;Batata Inglesa;700
2022-04-12;Cebola;771
2022-08-18;Tomate;394
2022-09-20;Tomate;601
2022-02-24;Tomate;457
2022-07-25;Batata Inglesa;438
2022-07-15;Tomate;480
2022-05-02;Batata Inglesa;101
2022-10-20;Batata Inglesa;591
2022-04-20;Batata Inglesa;442
2022-10-11;Cebola;728
2022-08-09;Tomate;701
2022-02-17;Tomate;630
2022-01-21;Batata Inglesa;615
2022-03-18;Batata Inglesa;673
2022-08-02;Batata Inglesa;597
2022-05-30;Tomate;730
2022-04-25;Tomate;478
2022-08-04;Cebola;567
2022-05-03;Tomate;640
2022-01-06;Tomate;334
2022-04-08;Batata Inglesa;584
2022-03-22;Batata Inglesa;559
2022-08-15;Batata Inglesa;960
2022-10-28;Tomate;741
2022-05-19;Batata Inglesa;669
2022-05-31;Batata Inglesa;365
2022-04-13;Cebola;656
2022-11-03;Tomate;472
2022-09-15;Tomate;851
2022-01-27;Batata Inglesa;668
2022-03-31;Tomate;564
2022-10-03;Cebola;636
2022-12-20;Batata Inglesa;471
2022-11-22;Batata Inglesa;335
2022-09-07;Cebola;275
2022-07-04;Cebola;702
2022-05-17;Batata Inglesa;383
2022-03-29;Batata Inglesa;311
2022-02-16;Cebola;470
2022-03-15;Batata Inglesa;607
2022-07-29;Cebola;677
2022-05-03;Batata Inglesa;644
2022-04-21;Batata Inglesa;607
2022-10-14;Cebola;466
2022-01-25;Batata Inglesa;737
2022-04-14;Tomate;815
2022-01-10;Cebola;300
2022-04-05;Batata Inglesa;338
2022-07-12;Tomate;986
2022-07-14;Tomate;600
2022-12-01;Tomate;567
2022-04-19;Batata Inglesa;470
2022-04-21;Batata Inglesa;895
2022-03-17;Batata Inglesa;802
2022-07-28;Cebola;531
2022-08-04;Tomate;348
2022-02-16;Batata Inglesa;538
2022-05-06;Cebola;396
2022-06-17;Cebola;745
2022-10-05;Tomate;647
2022-05-10;Tomate;479
2022-10-21;Cebola;727
2022-02-16;Batata Inglesa;840
2022-12-30;Batata Inglesa;503
2022-12-02;Batata Inglesa;615
2022-04-13;Tomate;474
2022-10-12;Batata Inglesa;590
2022-02-04;Cebola;371
2022-09-28;Cebola;689
2022-01-18;Batata Inglesa;420
2022-03-22;Cebola;667
2022-04-06;Tomate;134
2022-06-01;Cebola;596
2022-04-11;Tomate;685
2022-09-14;Cebola;353
2022-01-18;Cebola;530
2022-12-09;Tomate;750
2022-08-04;Cebola;177
2022-07-28;Cebola;448
2022-06-13;Cebola;584
2022-08-22;Tomate;518
2022-10-04;Tomate;216
2022-11-10;Batata Inglesa;506
2022-01-21;Batata Inglesa;768
2022-04-11;Batata Inglesa;640
2022-09-07;Batata Inglesa;587
2022-03-07;Batata Inglesa;775
2022-08-01;Cebola;520
2022-10-26;Cebola;719
2022-04-25;Tomate;347
2022-03-25;Cebola;457
2022-12-06;Cebola;597
2022-12-20;Cebola;612
2022-09-14;Batata Inglesa;416
2022-04-06;Cebola;999
2022-10-13;Tomate;679
2022-10-07;Batata Inglesa;920
2022-02-14;Tomate;471
2022-05-24;Batata Inglesa;772
2022-12-07;Cebola;465
2022-08-17;Cebola;749
2022-08-24;Tomate;651
2022-10-05;Cebola;684
2022-10-10;Cebola;566
2022-08-23;Batata Inglesa;507
2022-03-03;Batata Inglesa;556
2022-03-22;Tomate;652
2022-06-03;Tomate;725
2022-03-16;Tomate;826
2022-06-30;Batata Inglesa;629
2022-09-01;Cebola;830
2022-01-19;Tomate;536
2022-09-19;Cebola;311
2022-01-24;Tomate;435
2022-12-12;Batata Inglesa;488
2022-03-14;Tomate;599
2022-01-26;Batata Inglesa;385
2022-04-13;Cebola;810
2022-06-16;Cebola;729
2022-07-22;Tomate;100
2022-01-28;Tomate;400
2022-02-23;Tomate;668
2022-12-02;Batata Inglesa;545
2022-04-07;Tomate;476
2022-02-23;Batata Inglesa;602
2022-04-14;Batata Inglesa;590
2022-04-07;Tomate;496
2022-07-12;Batata Inglesa;825
2022-10-12;Cebola;333
2022-08-25;Batata Inglesa;951
2022-01-11;Tomate;400
2022-09-30;Batata Inglesa;427
2022-12-02;Batata Inglesa;481
2022-01-14;Batata Inglesa;349
2022-06-22;Tomate;569
2022-09-22;Cebola;648
2022-03-28;Tomate;762
2022-03-01;Tomate;210
2022-02-09;Batata Inglesa;376
2022-03-14;Tomate;917
2022-12-06;Batata Inglesa;153
2022-09-09;Tomate;689
2022-01-31;Tomate;494
2022-06-15;Cebola;733
2022-11-21;Cebola;409
2022-04-26;Cebola;397
2022-06-28;Tomate;904
2022-04-28;Cebola;753
2022-10-04;Tomate;492
2022-08-02;Batata Inglesa;968
2022-09-08;Batata Inglesa;610
2022-12-30;Cebola;331
2022-10-27;Tomate;711
2022-12-08;Cebola;455
2022-09-27;Cebola;999
2022-09-20;Tomate;724
2022-03-15;Cebola;100
2022-08-23;Cebola;228
2022-09-30;Cebola;712
2022-05-10;Tomate;240
2022-07-29;Tomate;806
2022-12-02;Tomate;574
2022-10-17;Tomate;589
2022-05-10;Tomate;573
2022-11-09;Tomate;754
2022-09-02;Tomate;100
2022-09-20;Batata Inglesa;999
2022-08-30;Cebola;539
2022-02-15;Cebola;529
2022-11-21;Batata Inglesa;543
2022-04-29;Batata Inglesa;438
2022-09-08;Tomate;267
2022-05-17;Batata Inglesa;763
2022-03-23;Tomate;253
2022-01-07;Tomate;878
2022-12-06;Batata Inglesa;100
2022-04-18;Batata Inglesa;670
2022-01-27;Cebola;393
2022-12-02;Cebola;262
2022-11-01;Cebola;874
2022-04-01;Tomate;431
2022-03-16;Tomate;790
2022-12-05;Batata Inglesa;498
2022-02-22;Tomate;725
2022-03-04;Tomate;625
2022-04-14;Batata Inglesa;531
2022-12-08;Tomate;565
2022-03-17;Batata Inglesa;759
2022-02-07;Tomate;707
2022-08-11;Tomate;510
2022-12-26;Batata Inglesa;711
2022-04-01;Tomate;787
2022-05-02;Cebola;214
2022-07-29;Batata Inglesa;448
2022-08-10;Batata Inglesa;688
2022-12-13;Batata Inglesa;795
2022-03-07;Batata Inglesa;463
2022-09-02;Batata Inglesa;548
2022-02-21;Tomate;324
2022-11-07;Cebola;652
2022-03-03;Batata Inglesa;296
2022-04-29;Cebola;682
2022-08-15;Tomate;515
2022-07-29;Tomate;628
2022-06-24;Batata Inglesa;591
2022-05-03;Tomate;404
2022-10-20;Cebola;327
2022-07-06;Tomate;146
2022-08-12;Cebola;594
2022-06-07;Batata Inglesa;470
2022-07-06;Batata Inglesa;721
2022-05-19;Batata Inglesa;624
2022-12-12;Cebola;633
2022-08-09;Batata Inglesa;742
2022-10-12;Batata Inglesa;604
2022-05-16;Tomate;415
2022-03-11;Batata Inglesa;169
2022-10-27;Tomate;335
2022-06-07;Tomate;658
2022-09-07;Tomate;542
2022-12-22;Cebola;326
2022-01-03;Batata Inglesa;575
2022-10-14;Batata Inglesa;600
2022-01-10;Batata Inglesa;588
2022-11-04;Batata Inglesa;718
2022-03-30;Tomate;829
2022-04-27;Tomate;501
2022-08-12;Batata Inglesa;809
2022-08-04;Cebola;243
2022-01-03;Batata Inglesa;443
2022-06-20;Batata Inglesa;247
2022-05-19;Tomate;416
2022-05-23;Cebola;678
2022-07-19;Tomate;378
2022-04-15;Batata Inglesa;327
2022-08-25;Cebola;656
2022-03-24;Tomate;100
2022-10-04;Cebola;547
2022-04-05;Tomate;873
